start_city,start_lat,start_lng,end_city,end_lat,end_lng,trip_start_time,trip_end_time,trip_duration_minutes,traffic_wait_minutes,traffic_level,passenger_count,day_of_week
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-05-22 07:28,2025-05-22 08:09,41,35,Medium,7,Tuesday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-05-22 08:50,2025-05-22 09:36,46,14,Light,8,Thursday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-05-22 14:14,2025-05-22 14:57,43,15,Light,14,Wednesday
Peja,42.65,20.3,Pristina,42.6629,21.1655,2025-05-22 13:13,2025-05-22 13:39,26,14,Light,26,Sunday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-05-22 13:05,2025-05-22 13:27,22,6,Light,22,Tuesday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2025-05-22 14:46,2025-05-22 15:46,60,19,Light,27,Monday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2025-05-22 09:06,2025-05-22 09:31,25,46,High,15,Tuesday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2025-05-22 07:45,2025-05-22 09:13,88,37,Medium,17,Wednesday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-05-22 14:15,2025-05-22 14:44,29,33,Medium,9,Tuesday
Gjilan,42.4666,21.4666,Mitrovica,42.8906,20.8664,2025-05-22 09:00,2025-05-22 09:21,21,60,High,18,Friday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-05-22 14:04,2025-05-22 14:33,29,12,Light,23,Monday
Peja,42.65,20.3,Pristina,42.6629,21.1655,2025-05-22 09:06,2025-05-22 10:33,87,43,High,20,Saturday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2025-05-22 09:32,2025-05-22 10:59,87,9,Light,22,Saturday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-05-22 12:26,2025-05-22 13:08,42,48,High,22,Monday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2025-05-22 11:25,2025-05-22 12:18,53,8,Light,18,Tuesday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-05-22 07:12,2025-05-22 07:42,30,32,Medium,6,Sunday
Gjilan,42.4666,21.4666,Prizren,42.2139,20.7417,2025-05-22 07:34,2025-05-22 08:38,64,48,High,9,Wednesday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2025-05-22 14:59,2025-05-22 16:06,67,42,High,17,Tuesday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-05-22 16:26,2025-05-22 17:03,37,27,Medium,9,Tuesday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2025-05-22 16:34,2025-05-22 17:45,71,34,Medium,19,Tuesday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2025-05-22 15:03,2025-05-22 15:46,43,46,High,14,Sunday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2025-05-22 09:45,2025-05-22 10:37,52,45,High,9,Monday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2025-05-22 15:48,2025-05-22 17:11,83,19,Light,12,Friday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2025-05-22 12:23,2025-05-22 13:52,89,35,Medium,25,Tuesday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2025-05-22 10:17,2025-05-22 11:39,82,54,High,27,Friday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-05-22 15:39,2025-05-22 16:55,76,58,High,11,Wednesday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2025-05-22 14:07,2025-05-22 14:34,27,24,Medium,8,Tuesday
Peja,42.65,20.3,Mitrovica,42.8906,20.8664,2025-05-22 16:46,2025-05-22 17:12,26,12,Light,26,Wednesday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2025-05-22 11:37,2025-05-22 12:19,42,22,Medium,29,Friday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2025-05-22 08:17,2025-05-22 09:31,74,11,Light,6,Wednesday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-05-22 14:56,2025-05-22 16:13,77,15,Light,28,Thursday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-05-22 14:46,2025-05-22 15:27,41,58,High,14,Sunday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-05-22 14:13,2025-05-22 15:10,57,19,Light,11,Thursday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2025-05-22 14:54,2025-05-22 15:35,41,57,High,26,Friday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2025-05-22 08:13,2025-05-22 08:40,27,54,High,29,Sunday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2025-05-22 09:48,2025-05-22 10:40,52,40,Medium,12,Tuesday
Peja,42.65,20.3,Pristina,42.6629,21.1655,2025-05-22 15:26,2025-05-22 16:51,85,32,Medium,8,Wednesday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-05-22 13:37,2025-05-22 14:06,29,28,Medium,27,Saturday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2025-05-22 10:11,2025-05-22 11:08,57,11,Light,6,Friday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2025-05-22 13:39,2025-05-22 14:37,58,48,High,11,Monday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-05-22 16:14,2025-05-22 17:17,63,50,High,10,Sunday
Peja,42.65,20.3,Pristina,42.6629,21.1655,2025-05-22 12:27,2025-05-22 13:52,85,13,Light,8,Sunday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-05-22 14:09,2025-05-22 15:35,86,40,Medium,24,Thursday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2025-05-22 07:26,2025-05-22 08:32,66,54,High,27,Wednesday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2025-05-22 12:17,2025-05-22 13:03,46,8,Light,11,Friday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2025-05-22 09:10,2025-05-22 09:41,31,27,Medium,16,Wednesday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-05-22 09:36,2025-05-22 10:35,59,48,High,12,Saturday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2025-05-22 16:19,2025-05-22 16:46,27,5,Light,21,Wednesday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2025-05-22 13:01,2025-05-22 14:18,77,26,Medium,25,Saturday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2025-05-22 09:43,2025-05-22 10:14,31,5,Light,8,Sunday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-05-22 16:04,2025-05-22 16:51,47,38,Medium,7,Sunday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2025-05-22 15:20,2025-05-22 16:16,56,16,Light,9,Sunday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2025-05-22 13:41,2025-05-22 14:48,67,47,High,24,Sunday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2025-05-22 13:29,2025-05-22 14:46,77,16,Light,28,Tuesday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-05-22 14:44,2025-05-22 15:30,46,30,Medium,29,Tuesday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2025-05-22 15:40,2025-05-22 16:48,68,60,High,25,Friday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2025-05-22 07:21,2025-05-22 08:31,70,16,Light,25,Monday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2025-05-22 07:12,2025-05-22 08:10,58,14,Light,5,Sunday
Gjilan,42.4666,21.4666,Mitrovica,42.8906,20.8664,2025-05-22 12:49,2025-05-22 14:07,78,8,Light,27,Monday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-05-22 11:24,2025-05-22 12:35,71,5,Light,9,Wednesday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2025-05-22 13:03,2025-05-22 14:23,80,44,High,5,Friday

Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2025-12-03 06:28,2025-12-03 09:00,152,32,High,20,Wednesday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-05-22 10:29,2025-05-22 11:19,50,46,High,16,Sunday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2025-05-22 07:00,2025-05-22 08:10,70,21,Medium,27,Monday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-05-22 12:14,2025-05-22 12:43,29,14,Light,12,Tuesday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-05-22 08:05,2025-05-22 08:25,20,50,High,18,Thursday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2025-05-22 15:24,2025-05-22 16:11,47,33,Medium,14,Monday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2025-05-22 07:37,2025-05-22 08:57,80,47,High,22,Sunday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-05-22 08:21,2025-05-22 09:07,46,40,Medium,25,Monday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-05-22 12:39,2025-05-22 13:13,34,17,Light,26,Thursday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-05-22 10:09,2025-05-22 10:47,38,5,Light,28,Saturday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2025-05-22 14:32,2025-05-22 15:25,53,59,High,26,Tuesday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-05-22 13:30,2025-05-22 14:36,66,5,Light,8,Wednesday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2025-05-22 13:29,2025-05-22 14:56,87,59,High,29,Tuesday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2025-05-22 15:18,2025-05-22 16:46,88,49,High,5,Saturday
Gjilan,42.4666,21.4666,Gjakova,42.3803,20.43,2025-05-22 15:05,2025-05-22 16:10,65,39,Medium,6,Monday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-05-22 10:10,2025-05-22 11:26,76,49,High,18,Saturday
Gjilan,42.4666,21.4666,Mitrovica,42.8906,20.8664,2025-05-22 07:18,2025-05-22 08:22,64,39,Medium,8,Tuesday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2025-05-22 11:21,2025-05-22 12:13,52,52,High,23,Friday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2025-05-22 14:19,2025-05-22 15:39,80,39,Medium,24,Sunday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-05-22 12:39,2025-05-22 13:11,32,56,High,14,Thursday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-05-22 13:25,2025-05-22 14:37,72,15,Light,7,Wednesday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-05-22 09:54,2025-05-22 10:51,57,34,Medium,26,Thursday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2025-05-22 07:16,2025-05-22 07:55,39,56,High,17,Thursday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2025-05-22 09:13,2025-05-22 09:49,36,12,Light,23,Thursday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2025-05-22 11:31,2025-05-22 12:47,76,55,High,23,Monday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2025-05-22 12:32,2025-05-22 12:53,21,18,Light,7,Monday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2025-05-22 15:06,2025-05-22 15:26,20,13,Light,29,Saturday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2025-05-22 10:08,2025-05-22 11:01,53,45,High,15,Monday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2025-05-22 13:27,2025-05-22 14:30,63,28,Medium,26,Sunday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2025-05-22 15:10,2025-05-22 16:08,58,5,Light,5,Friday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2025-05-22 09:30,2025-05-22 10:19,49,40,Medium,25,Monday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-05-22 11:47,2025-05-22 12:34,47,56,High,12,Sunday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2025-05-22 08:06,2025-05-22 09:32,86,21,Medium,12,Wednesday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2025-05-22 11:40,2025-05-22 12:56,76,22,Medium,14,Monday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-05-22 13:26,2025-05-22 14:05,39,5,Light,25,Friday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2025-05-22 16:11,2025-05-22 16:46,35,15,Light,23,Saturday
Gjilan,42.4666,21.4666,Mitrovica,42.8906,20.8664,2025-05-22 14:17,2025-05-22 14:57,40,54,High,16,Wednesday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2025-05-22 12:58,2025-05-22 14:11,73,17,Light,22,Wednesday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2025-05-22 13:48,2025-05-22 14:10,22,46,High,25,Sunday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2025-05-22 11:45,2025-05-22 12:34,49,19,Light,26,Tuesday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2025-05-22 12:54,2025-05-22 13:14,20,16,Light,23,Wednesday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-05-22 08:27,2025-05-22 09:05,38,52,High,16,Saturday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2025-05-22 10:42,2025-05-22 11:37,55,45,High,19,Sunday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2025-05-22 13:14,2025-05-22 14:32,78,17,Light,9,Sunday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2025-05-22 13:58,2025-05-22 15:00,62,52,High,26,Monday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2025-05-22 14:47,2025-05-22 15:28,41,45,High,27,Sunday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-05-22 09:32,2025-05-22 09:53,21,48,High,20,Monday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2025-05-22 08:42,2025-05-22 09:42,60,39,Medium,13,Tuesday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-05-22 07:02,2025-05-22 08:19,77,9,Light,27,Saturday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2025-05-22 10:53,2025-05-22 11:20,27,41,High,30,Monday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2025-05-22 16:09,2025-05-22 17:04,55,5,Light,12,Wednesday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-05-22 15:30,2025-05-22 16:14,44,54,High,8,Wednesday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2025-05-22 16:28,2025-05-22 17:24,56,29,Medium,21,Saturday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2025-05-22 11:45,2025-05-22 12:18,33,21,Medium,26,Monday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-05-22 11:25,2025-05-22 12:51,86,49,High,26,Tuesday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-05-22 08:41,2025-05-22 10:09,88,12,Light,18,Wednesday
Gjilan,42.4666,21.4666,Mitrovica,42.8906,20.8664,2025-05-22 15:14,2025-05-22 15:54,40,11,Light,5,Thursday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-05-22 07:02,2025-05-22 07:52,50,39,Medium,27,Tuesday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-05-22 09:42,2025-05-22 10:56,74,59,High,25,Saturday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2025-05-22 08:51,2025-05-22 10:14,83,12,Light,6,Saturday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-05-22 16:26,2025-05-22 17:35,69,12,Light,14,Tuesday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-05-22 09:11,2025-05-22 10:00,49,22,Medium,11,Wednesday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-05-22 12:42,2025-05-22 14:10,88,47,High,25,Friday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2025-05-22 13:12,2025-05-22 14:33,81,16,Light,13,Wednesday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2025-05-22 16:29,2025-05-22 17:45,76,34,Medium,10,Sunday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2025-05-22 07:51,2025-05-22 08:47,56,28,Medium,23,Tuesday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-05-22 15:34,2025-05-22 16:22,48,22,Medium,13,Monday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2025-05-22 15:32,2025-05-22 16:18,46,35,Medium,5,Wednesday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2025-05-22 12:31,2025-05-22 13:23,52,43,High,20,Tuesday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-05-22 16:35,2025-05-22 17:03,28,43,High,14,Tuesday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-05-22 09:54,2025-05-22 11:05,71,38,Medium,9,Saturday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2025-05-22 11:49,2025-05-22 12:18,29,7,Light,13,Sunday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2025-05-22 08:40,2025-05-22 09:03,23,7,Light,9,Monday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2025-05-22 16:26,2025-05-22 16:48,22,24,Medium,20,Thursday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2025-05-22 15:18,2025-05-22 16:07,49,23,Medium,5,Monday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2025-05-22 08:44,2025-05-22 09:20,36,25,Medium,26,Friday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2025-05-22 14:55,2025-05-22 16:22,87,14,Light,12,Thursday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2025-05-22 12:35,2025-05-22 13:48,73,12,Light,15,Friday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2025-05-22 08:32,2025-05-22 09:23,51,28,Medium,15,Tuesday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2025-05-22 08:23,2025-05-22 09:04,41,32,Medium,16,Saturday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2025-05-22 16:46,2025-05-22 17:53,67,51,High,18,Wednesday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2025-05-22 16:07,2025-05-22 17:32,85,27,Medium,28,Sunday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2025-05-22 11:34,2025-05-22 12:07,33,51,High,17,Sunday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-05-22 13:00,2025-05-22 14:27,87,13,Light,25,Saturday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2025-05-22 13:23,2025-05-22 14:36,73,49,High,27,Saturday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-05-22 07:46,2025-05-22 08:43,57,12,Light,25,Thursday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2025-05-22 10:24,2025-05-22 11:22,58,47,High,8,Thursday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-05-22 07:52,2025-05-22 09:15,83,43,High,14,Wednesday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2025-05-22 15:20,2025-05-22 16:04,44,29,Medium,26,Saturday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-05-22 13:24,2025-05-22 13:44,20,27,Medium,25,Wednesday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-05-22 08:35,2025-05-22 09:55,80,6,Light,6,Tuesday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2025-05-22 15:32,2025-05-22 15:57,25,11,Light,16,Monday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2025-05-22 14:17,2025-05-22 15:32,75,52,High,14,Friday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2025-05-22 12:30,2025-05-22 13:27,57,7,Light,8,Monday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2025-05-22 09:05,2025-05-22 09:59,54,44,High,11,Monday
Gjilan,42.4666,21.4666,Gjakova,42.3803,20.43,2025-05-22 13:07,2025-05-22 13:50,43,15,Light,24,Saturday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-05-22 08:54,2025-05-22 09:37,43,11,Light,17,Thursday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2025-05-22 16:43,2025-05-22 18:05,82,14,Light,22,Thursday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-05-22 07:34,2025-05-22 08:49,75,45,High,22,Friday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2025-05-22 13:19,2025-05-22 14:49,90,52,High,15,Sunday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-05-22 13:37,2025-05-22 14:34,57,37,Medium,7,Sunday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2025-05-22 11:23,2025-05-22 12:48,85,51,High,24,Wednesday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-05-22 16:39,2025-05-22 18:04,85,25,Medium,28,Tuesday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-05-22 09:15,2025-05-22 09:49,34,45,High,20,Wednesday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2025-05-22 15:39,2025-05-22 17:00,81,36,Medium,12,Monday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2025-05-22 10:59,2025-05-22 11:19,20,34,Medium,8,Thursday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2025-05-22 12:31,2025-05-22 13:42,71,16,Light,27,Friday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-05-22 16:15,2025-05-22 17:04,49,50,High,9,Wednesday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2025-05-22 13:00,2025-05-22 14:15,75,18,Light,9,Monday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2025-05-22 11:34,2025-05-22 12:45,71,47,High,5,Wednesday
Gjilan,42.4666,21.4666,Pristina,42.6629,21.1655,2025-05-22 11:08,2025-05-22 11:51,43,46,High,18,Saturday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-05-22 15:06,2025-05-22 15:35,29,46,High,25,Saturday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2025-05-22 11:22,2025-05-22 11:48,26,6,Light,13,Sunday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2025-05-22 10:58,2025-05-22 11:33,35,27,Medium,26,Wednesday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2025-05-22 09:56,2025-05-22 10:48,52,32,Medium,28,Thursday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2025-05-22 09:30,2025-05-22 10:17,47,22,Medium,14,Friday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-05-22 14:25,2025-05-22 15:05,40,19,Light,15,Wednesday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2025-05-22 15:44,2025-05-22 16:32,48,37,Medium,12,Monday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2025-05-22 07:05,2025-05-22 07:44,39,38,Medium,9,Saturday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-05-22 12:29,2025-05-22 13:42,73,13,Light,10,Wednesday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2025-05-22 09:53,2025-05-22 11:07,74,35,Medium,23,Thursday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-05-22 13:26,2025-05-22 14:23,57,39,Medium,12,Monday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-05-22 13:03,2025-05-22 13:36,33,32,Medium,21,Tuesday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-05-22 08:02,2025-05-22 09:09,67,23,Medium,26,Sunday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2025-05-22 12:15,2025-05-22 13:37,82,29,Medium,15,Wednesday
Gjilan,42.4666,21.4666,Prizren,42.2139,20.7417,2025-05-22 15:32,2025-05-22 16:24,52,20,Medium,21,Saturday
Peja,42.65,20.3,Pristina,42.6629,21.1655,2025-05-22 12:23,2025-05-22 13:11,48,8,Light,28,Monday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-05-22 10:45,2025-05-22 11:40,55,18,Light,11,Friday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2025-05-22 16:48,2025-05-22 18:02,74,47,High,28,Wednesday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-05-22 15:27,2025-05-22 16:23,56,36,Medium,20,Saturday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-05-22 07:14,2025-05-22 08:05,51,33,Medium,13,Thursday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2025-05-22 13:43,2025-05-22 15:08,85,22,Medium,24,Monday
Prizren,42.2139,20.7417,Gjilan,42.4666,21.4666,2025-05-22 11:30,2025-05-22 11:59,29,33,Medium,12,Wednesday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2025-05-22 13:50,2025-05-22 14:57,67,24,Medium,15,Wednesday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-05-22 10:53,2025-05-22 12:20,87,45,High,7,Saturday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2025-05-22 12:40,2025-05-22 13:41,61,48,High,21,Thursday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2025-05-22 14:30,2025-05-22 15:45,75,10,Light,18,Thursday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2025-05-22 09:51,2025-05-22 10:29,38,48,High,28,Wednesday
Gjilan,42.4666,21.4666,Mitrovica,42.8906,20.8664,2025-05-22 16:07,2025-05-22 16:43,36,21,Medium,24,Tuesday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-05-22 14:24,2025-05-22 15:15,51,12,Light,13,Saturday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2025-05-22 14:20,2025-05-22 15:33,73,9,Light,16,Monday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-05-22 15:08,2025-05-22 16:32,84,16,Light,13,Tuesday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2025-05-22 15:47,2025-05-22 16:15,28,36,Medium,9,Tuesday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-05-22 10:55,2025-05-22 11:41,46,17,Light,9,Sunday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2025-05-22 11:31,2025-05-22 12:23,52,19,Light,26,Tuesday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2025-05-22 14:08,2025-05-22 14:54,46,40,Medium,23,Wednesday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-05-22 13:10,2025-05-22 14:37,87,41,High,18,Tuesday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-05-22 11:17,2025-05-22 12:47,90,14,Light,15,Sunday
